Date,Person,Licor Unit,Accession,Genus,Species,Photo,Cond,Ci,Ci_Pa,Ci/Ca,Tleaf,Tair,VpdL,RH_S,PARi,PARo
5/21/2018,CK,Martin,20080076A,Cycas,media,8.051520064,0.083524981,229.1917708,23.30378644,0.573324858,28.31659476,27.70381578,0.954356967,78.10379346,1300,9.53243813
5/21/2018,CC,Thelypteris,20080090A,Cycas,media,11.86817238,0.136189925,245.3797761,24.95243556,0.613972916,29.13798968,28.39024766,0.983930212,79.10862668,1300,23.09635702
5/21/2018,CK,Martin,60305B,Cycas,media,6.700162129,0.077668045,251.9152649,25.61348164,0.630398229,28.78263537,28.12436517,1.001076627,77.74291547,1300,9.531491497
5/21/2018,CC,Thelypteris,60305D,Cycas,media,8.396419429,0.085900295,226.2257396,23.00268193,0.565960104,29.34186713,28.38704236,1.098856337,77.44433912,1300,25.0791575
5/21/2018,CK,Martin,60305E,Cycas,media,10.88650127,0.140421348,258.5369608,26.28806301,0.646693901,28.55624453,27.91856321,0.906281513,79.84960492,1300,9.551937922
5/21/2018,CC,Thelypteris,60305G,Cycas,media,10.10812602,0.106173281,233.3545832,23.72572622,0.584406607,29.24120204,28.39523919,1.051622787,77.99155744,1300,37.44717756
5/23/2018,AS,Thelpytris,20130608E,Cycas,micholitzii,5.289400752,0.048953466,216.3702878,22.02926761,0.540447995,30.52015305,27.90358162,1.707732208,71.06488037,1300,3.243408203
5/23/2018,AS,Thelpytris,20130608H,Cycas,micholitzii,4.658417687,0.061383663,267.9521749,27.28356907,0.670086158,29.04017258,27.70926666,1.527163711,67.11258698,1300,36.22890854
5/23/2018,AS,Thelpytris,20130608J,Cycas,micholitzii,7.515578359,0.067487132,209.3619978,21.31962492,0.522927158,30.35971832,27.73129082,1.861768604,66.5856781,1300,7.282958984
6/1/2014,CK,Thelypteris,20070163B,Cycas,micronesica,11.80046523,0.128165308,,,,,,,,1300,
6/1/2014,CK,Thelypteris,20071063A,Cycas,micronesica,10.1,0.089854753,,,,,,,,1300,
6/1/2014,CK,Thelypteris,20071063E,Cycas,micronesica,10.65,0.072231,,,,,,,,1300,
6/1/2014,CK,Thelypteris,20071072B,Cycas,micronesica,11,0.095837104,,,,,,,,1300,
6/1/2014,CK,Thelypteris,20071073B,Cycas,micronesica,11.9,0.113601221,,,,,,,,1300,
5/21/2018,CC,Thelypteris,981686C,Cycas,micronesica,11.99178553,0.102269003,200.6886012,20.41065942,0.501820434,30.49245644,28.36447716,1.195311508,82.22298431,1300,125.0434952
5/21/2018,CC,Thelypteris,981686D,Cycas,micronesica,11.79354259,0.119787524,230.2545855,23.41906192,0.57452644,29.58810425,28.33441734,1.429838417,70.57447815,1300,106.7818069
5/21/2018,CC,Thelypteris,981686E,Cycas,micronesica,11.90059581,0.119478916,229.8194494,23.374296,0.574312978,29.75201416,28.72045898,1.02452833,80.24944305,1300,58.71649551
6/1/2014,CK,Thelypteris,X,Cycas,micronesica,13.3,0.150647654,,,,,,,,1300,
5/21/2018,MO,Botrychium,20030057A,Cycas,ophiolitica,10.20153004,0.094899723,218.6803813,22.23597515,0.546551797,29.40742111,28.78255844,0.897290135,81.08580017,1300,67.38677216
5/23/2018,CK,Botrychium,8854A,Cycas,ophiolitica,11.30522784,0.151231574,268.9380771,27.37577342,0.672987928,30.4492836,29.07776451,1.036510645,82.55465698,1300,1.340250015
5/22/2018,CK,Martin,RM976A,Cycas,ophiolitica,11.176196,0.114431111,234.2342912,23.86135138,0.585537168,29.59977722,28.72966576,0.804875495,84.82861328,1300,0.068159305
5/21/2018,ZZ,Polistichum,931119D,Cycas,panzhihuaensis,10.95573137,0.095069656,319.7781838,47.96227446,1.174315767,29.51795022,28.85503753,1.061878567,77.28498904,1300,154.732962
5/21/2018,MO,Botrychium,93174A,Cycas,panzhihuaensis,10.55774746,0.114969966,290.3981818,29.53662042,0.725212407,29.29893796,28.82407077,1.11001802,74.90425173,1300,84.69777902
5/21/2018,MO,Botrychium,931756C,Cycas,panzhihuaensis,10.15133599,0.105464553,285.7039363,29.05974099,0.713548865,29.28048913,28.7943972,1.117223921,74.73814456,1300,66.46476014
5/21/2018,MO,Botrychium,93176A,Cycas,panzhihuaensis,8.040460908,0.07540885,273.1322795,27.77881045,0.682165068,29.3046972,28.82418712,1.167788661,73.48690859,1300,86.2381347
5/21/2018,MO,Botrychium,93177A,Cycas,panzhihuaensis,10.11898417,0.124594248,304.2285489,30.93878119,0.760104217,29.37999169,28.81395515,0.855840587,81.82044284,1300,84.56272729
5/21/2018,ZZ,Polistichum,94714D,Cycas,panzhihuaensis,12.35616141,0.141573241,293.6235316,29.86439518,0.73323181,29.32109658,28.8194836,0.858828874,81.36712329,1300,126.0953353
5/18/2018,CC,Martin,95273A,Cycas,pectinata,14.23510176,0.223472478,274.6006895,27.89216655,0.686455503,29.69507885,28.96078764,1.609321705,64.19454902,1300,0.083417335
5/18/2018,CC,Martin,95283B,Cycas,pectinata,12.08869698,0.159772476,259.7018283,26.37206072,0.649380112,29.70591354,28.8885697,1.81999143,59.27340072,1300,0.0925667
5/18/2018,CC,Martin,95283C,Cycas,pectinata,12.47944806,0.161334299,256.940059,26.09375008,0.642385534,29.76275539,28.90850626,1.816377079,59.63892119,1300,0.105651924
5/18/2018,CC,Martin,954153D,Cycas,pectinata,11.67881197,0.144901025,250.7861037,25.46977583,0.627527738,29.68508148,28.83503423,1.849401105,58.58901351,1300,0.097699711
5/18/2018,CC,Martin,95454F,Cycas,pectinata,12.23990432,0.163693107,261.4285311,26.55401019,0.6536127,29.93052673,29.00446211,1.747019485,62.03634971,1300,0.117561901
5/18/2018,CC,Martin,9545E,Cycas,pectinata,11.42768708,0.142858729,251.9692468,25.59055163,0.630347584,29.5862112,28.83849512,1.841936837,58.16996711,1300,0.11901039
5/18/2018,CC,Martin,97275B,Cycas,pectinata,10.91456789,0.125928165,235.8847417,23.95678478,0.589870764,29.72639179,28.83548818,1.933612354,56.71682494,1300,0.074495358
5/18/2018,CK,Polistichum,96365A,Cycas,revoluta,12.20140497,0.119237338,224.7568635,22.82125483,0.561392965,30.80088425,29.34311295,1.459535181,73.15078735,1300,31.34661102
5/18/2018,CC,Martin,96366C,Cycas,revoluta,10.31333057,0.111794566,237.161593,24.09077734,0.59290068,30.42967224,29.27041245,1.987844674,58.23286057,1300,0.029831851
5/18/2018,CC,Martin,96368A,Cycas,revoluta,11.68988278,0.153968701,263.3411156,26.75118151,0.658505669,29.69870567,29.02061081,1.763164496,60.20275879,1300,0.098666266
5/18/2018,CC,Martin,96368B,Cycas,revoluta,15.82753338,0.176112317,236.7127933,24.04676688,0.596519937,29.57606697,28.92825127,1.697376967,61.43218231,1300,0.124080665
5/18/2018,CC,Martin,96370A,Cycas,revoluta,13.31518547,0.157965878,249.0750756,25.3001687,0.622887236,29.85775375,29.0021019,1.813086114,59.98309326,1300,0.08844316
5/18/2018,CC,Martin,9731B,Cycas,revoluta,10.71709794,0.104086403,220.6594381,22.41429825,0.551703146,30.24740219,29.18080139,2.16926747,52.95472336,1300,0.044305444
5/23/2018,AS,Thelpytris,20060620A,Cycas,riuminiana,8.824160802,0.134175165,280.4026632,28.55395993,0.700882814,30.00437737,27.61252594,1.854999464,64.86650848,1300,15.47969532
5/23/2018,AS,Thelpytris,77963B,Cycas,riuminiana,10.9358675,0.127671802,248.6298975,25.31998224,0.621155433,29.79382324,27.7131424,1.778771168,65.15507507,1300,0.927545428
5/28/2018,AS,Thelypteris,77963B,Cycas,riuminiana,10.44675709,0.092977377,208.355166,21.12162821,0.521066014,30.84183884,29.50034332,1.348904618,75.41499329,1300,62.15924072
5/23/2018,AS,Thelpytris,77963C,Cycas,riuminiana,8.446915174,0.091292486,238.3575577,24.27358539,0.596394363,29.6153698,27.65811539,1.782687818,64.10288239,1300,2.968625307
5/28/2018,AS,Thelypteris,77963C,Cycas,riuminiana,8.799006991,0.10585787,240.7646917,24.40187402,0.626917099,29.6085453,28.41678047,1.188206986,76.57821655,1300,16.02698517
5/23/2018,CK,Botrychium,77963E,Cycas,riuminiana,12.97557855,0.176159766,270.7329594,27.56064294,0.67650125,30.18237305,29.00513458,0.985084897,82.53108215,1300,13.03760147
5/28/2018,AS,Thelypteris,77963E,Cycas,riuminiana,10.13222301,0.119992264,236.9706183,24.01724841,0.620193342,28.80706215,28.16512299,1.019498127,77.19102478,1300,26.32959366
5/23/2018,AS,Thelpytris,951201C,Cycas,riuminiana,11.44881529,0.123981393,236.954819,24.12998645,0.592076762,30.33946609,27.7401123,1.940003706,64.32331848,1300,1.515011311
5/28/2018,AS,Thelypteris,951201C,Cycas,riuminiana,10.99932506,0.136085333,240.9569097,24.42510218,0.633333733,28.5540123,27.86868858,0.966181849,78.41340637,1300,34.58747482
6/1/2014,CK,Thelypteris,981790H,Cycas,rumphii,11.06850653,0.108224264,,,,,,,,1300,
6/1/2014,CK,Thelypteris,981804D,Cycas,rumphii,11.69961112,0.151005516,,,,,,,,1300,
6/1/2014,CK,Thelypteris,981809F,Cycas,rumphii,10.55992762,0.154254933,,,,,,,,1300,
5/18/2018,CC,Martin,981790A,Cycas,rumphii,12.27571926,0.154685798,260.455676,26.45749739,0.646905863,29.41662216,28.76562309,1.730354832,60.22357559,1300,0.044178177
5/18/2018,ZZ,Thelypteris,981790C,Cycas,rumphii,12.33111919,0.140107948,246.2246132,25.00218659,0.614956345,30.37568855,28.93646049,1.410317717,73.44475555,1300,59.40322495
6/1/2014,CK,Thelypteris,981790E,Cycas,rumphii,10.32962103,0.152028781,,,,,,,,1300,
5/18/2018,ZZ,Thelypteris,981804B,Cycas,rumphii,14.2120652,0.179819438,258.9669833,26.29683148,0.648111942,30.02981949,28.83332443,1.367660987,72.80905914,1300,29.01155281
5/18/2018,ZZ,Thelypteris,981804C,Cycas,rumphii,12.37544512,0.148995664,253.8485984,25.77858739,0.634943734,29.51097107,28.80792427,1.39451034,69.08527374,1300,35.59142685
5/25/2018,CK,Thelypteris,981804D,Cycas,rumphii,10.64820502,0.145062187,252.5964583,25.66078378,0.663555946,29.62890244,28.87567902,1.06909101,77.67185974,1300,48.86558533
6/1/2014,CK,Thelypteris,981804D,Cycas,rumphii,13.91665078,0.215225777,,,,,,,,1300,
5/25/2018,CK,Thelypteris,981804F,Cycas,rumphii,10.68995818,0.140852018,254.9296758,25.89406557,0.655885339,29.3404432,28.84846061,1.136613428,74.40963554,1300,23.55480624
5/18/2018,ZZ,Thelypteris,981809A,Cycas,rumphii,14.8198844,0.169115121,245.5790389,24.93754414,0.614068657,30.24516487,28.91375542,1.334331885,74.62952423,1300,13.33654881
6/1/2014,CK,Thelypteris,981809H,Cycas,rumphii,10.1369784,0.113605745,,,,,,,,1300,
5/21/2018,CC,Thelypteris,9327A,Cycas,sexseminifera,7.876913361,0.082875456,234.0600428,23.8185542,0.584426817,29.87065951,28.3296291,1.530927197,69.74799093,1300,16.07103936
5/21/2018,CC,Thelypteris,9512A,Cycas,sexseminifera,9.075342263,0.098983142,239.5878931,24.38131962,0.598293823,29.85939566,28.34585015,1.472392514,71.12523778,1300,33.34396474
5/21/2018,CC,Thelypteris,951553A,Cycas,sexseminifera,7.518874835,0.078256533,232.1820865,23.62743016,0.579626277,29.68884055,28.33069245,1.485797189,69.7728742,1300,13.05068986
5/21/2018,CC,Thelypteris,95155A,Cycas,sexseminifera,7.068698698,0.071119468,223.6750807,22.76158202,0.558653026,29.83213488,28.31339566,1.549695739,69.08269246,1300,13.60080163
5/21/2018,MO,Botrychium,951560A,Cycas,sexseminifera,8.844860083,0.102353465,247.4318876,25.17641657,0.617391402,29.64807097,28.58489529,1.455307977,69.28184255,1300,19.07724492
5/21/2018,CC,Thelypteris,951562A,Cycas,sexseminifera,7.550257762,0.0932298,258.8496504,26.34129874,0.641809625,29.78689543,28.32099168,1.481756583,70.52996572,1300,18.42219845
5/21/2018,MO,Botrychium,95124D,Cycas,siamensis,13.32606356,0.209004696,285.1792994,29.00851048,0.712763739,29.42531204,28.78133392,1.172158377,74.27701569,1300,17.37821388
5/21/2018,CC,Thelypteris,95128B,Cycas,siamensis,12.13119555,0.16692696,271.2479072,27.60637413,0.677796828,29.37617683,28.25758743,1.256703761,74.07324219,1300,34.34832764
5/21/2018,CC,Thelypteris,95128C,Cycas,siamensis,11.53284485,0.356486544,337.2336978,34.31971912,0.842786473,28.86136436,28.26788139,0.944858204,78.99229431,1300,48.0424118
5/21/2018,CC,Thelypteris,95128D,Cycas,siamensis,8.999975223,0.221041014,324.1793034,32.99227568,0.810017949,29.13521576,28.26575279,1.121698139,76.06713104,1300,55.98710251
5/21/2018,CC,Thelypteris,95214D,Cycas,siamensis,9.198677279,0.254903102,331.6304784,33.75430355,0.828358322,29.15981865,28.24391556,1.110710187,76.59916687,1300,47.84079361
5/21/2018,CC,Thelypteris,95455G,Cycas,siamensis,14.35176608,0.204775918,274.7783317,27.9679026,0.686506916,29.21525002,28.26584435,1.179643703,75.05078888,1300,25.55804634
5/21/2018,CC,Thelypteris,20110560B,Cycas,simplicipinna,9.714837859,0.119100323,257.89509,26.23250646,0.644725034,29.06800652,28.34481621,1.299740917,70.71360779,1300,110.124176
5/21/2018,CC,Thelypteris,9411D,Cycas,simplicipinna,9.743284061,0.142699942,279.3183571,28.41581179,0.698106336,29.06154633,28.27610588,1.246778593,72.33103943,1300,26.33971596
5/21/2018,ZZ,Polistichum,94134C,Cycas,simplicipinna,11.26502289,0.130707131,252.7236264,25.69931579,0.631044477,29.80098915,28.89858437,0.835268528,84.45539093,1300,422.2592163
5/21/2018,ZZ,Polistichum,94134F,Cycas,simplicipinna,10.98095186,0.137502429,260.7688023,26.52676841,0.651590555,29.32011461,28.44522619,1.159056829,75.36352158,1300,151.8397326
5/21/2018,CC,Thelypteris,94135A,Cycas,simplicipinna,13.20066263,0.15750232,253.1381357,25.75943959,0.632486371,29.34991646,28.26139832,1.254439277,73.95404816,1300,48.6358223
5/21/2018,CK,Martin,94142A,Cycas,szechuanensis,9.31013484,0.099217644,239.1049,24.33156536,0.597461833,29.56411076,28.71558298,0.936276702,81.34884862,1300,55.34735198
5/21/2018,MO,Botrychium,94142D,Cycas,szechuanensis,9.134219505,0.107913586,250.8736082,25.5244198,0.6264113,29.31725883,28.73207011,1.138807616,74.68316487,1300,95.96098023
5/21/2018,MO,Botrychium,94145A,Cycas,szechuanensis,7.146919213,0.074970408,235.6721399,23.97823096,0.588506414,29.19329357,28.73024,1.181791705,72.87802723,1300,85.16113358
5/21/2018,CK,Martin,94145A,Cycas,szechuanensis,9.02398407,0.099526153,243.99003,24.82987202,0.609202271,29.52642918,28.68373026,0.952061659,80.87649754,1300,55.35934289
5/21/2018,CC,Thelypteris,94147B,Cycas,szechuanensis,8.070101173,0.087436902,240.4601119,24.4680534,0.600737681,29.51500511,28.47980608,1.24367268,74.24148778,1300,87.93916016
5/21/2018,ZZ,Polistichum,94148A,Cycas,szechuanensis,6.845998663,0.074087684,242.3354828,24.65514607,0.605107476,29.7439537,28.79760756,1.016333824,80.03589085,1300,115.524968
5/21/2018,ZZ,Polistichum,9444F,Cycas,szechuanensis,7.808061038,0.075556925,221.0472494,22.48862504,0.552306819,29.47696781,28.78920855,0.941862323,80.32555607,1300,279.188298
5/21/2018,ZZ,Polistichum,77170D,Cycas,taitungensis,10.93489889,0.129793746,252.6558644,25.67828587,0.632235491,29.07344182,28.75475391,0.789230188,81.96705246,1300,94.41526685
5/21/2018,ZZ,Polistichum,77225A,Cycas,taitungensis,12.56403142,0.144286665,246.2793054,25.03104674,0.617352744,29.34657415,28.78795894,0.828431408,82.43434143,1300,105.2482441
5/21/2018,CC,Thelypteris,77225D,Cycas,taitungensis,11.70032488,0.123292507,231.0643357,23.4848235,0.578590093,29.48164495,28.69025691,0.954144552,80.54668045,1300,43.50164685
5/21/2018,CC,Thelypteris,981786D,Cycas,taitungensis,11.66790413,0.123750641,232.4715976,23.62808784,0.581955589,29.4395326,28.71024593,0.949033215,80.32629013,1300,45.60840497
5/28/2018,CC,Martin,99218A,Cycas,taitungensis,12.60248559,0.154026867,254.662619,25.84389775,0.637286509,28.9727548,28.69122108,0.874092286,79.53401184,1300,28.98051259
5/28/2018,CC,Martin,99218B,Cycas,taitungensis,14.12146035,0.186362643,261.4055713,26.52757403,0.653754177,29.02414449,28.6823643,0.850486638,80.47380447,1300,28.95117268
5/25/2018,CK,Thelypteris,95299B,Cycas,tansachana,10.93831208,0.120994716,213.8532595,21.73325716,0.556436777,29.97975636,28.97887484,1.199750109,76.10320282,1300,32.74931033
5/22/2018,ZZ,Thelypteris,95395G,Cycas,tansachana,10.26395141,0.152378892,256.9853233,26.14891148,0.648723111,29.74371052,28.83999983,1.181999521,75.73814774,1300,61.39113696
5/25/2018,CK,Thelypteris,98973E,Cycas,tansachana,7.983635657,0.080322342,181.5745104,18.45527269,0.465917093,30.41399956,29.11083953,1.367138506,74.06838608,1300,28.01585325
5/25/2018,CK,Thelypteris,951184B,Cycas,thoursii,11.27584552,0.146395289,244.7453093,24.8644668,0.645048227,30.21433067,29.11376381,1.184332335,77.28753662,1300,21.22959137
5/25/2018,CK,Thelypteris,951184C,Cycas,thoursii,11.98842777,0.17487276,257.9184438,26.19774834,0.68165401,29.3492794,29.50776863,0.966684468,75.74836731,1300,29.35338593
5/25/2018,CK,Thelypteris,981790E,Cycas,thoursii,10.86810394,0.121591708,226.5030594,23.00882058,0.595212881,30.05010986,28.92671204,1.172961571,77.40227509,1300,34.81752777
5/28/2018,AS,Thelypteris,20100508J,Cycas,tropophylla,14.68972176,0.173354824,251.6466903,25.51197724,0.628747168,31.30440903,30.65812683,1.114568401,78.56156158,1300,119.6871796
5/28/2018,AS,Thelypteris,20100508N,Cycas,tropophylla,13.34251086,0.159927506,252.6017308,25.60849682,0.634753351,30.73042679,30.31464195,1.024366353,78.7940979,1300,112.4389038
5/28/2018,AS,Thelypteris,20100508U,Cycas,tropophylla,11.45263064,0.129752345,247.933623,25.13682845,0.619913656,30.29729271,30.02527618,0.997346636,78.19736481,1300,136.7219696
5/28/2018,AS,Thelypteris,94149B,Cycas,tropophylla,11.46533765,0.130916671,248.3266123,25.1731403,0.62107231,30.7000618,29.67699242,1.107651895,79.55796051,1300,98.11719513
5/24/2018,MO,Polystichum,20040261A,Cycas,tuckeri,8.246364763,0.214524379,332.1532539,33.80440377,0.827932978,26.78744316,28.98986816,0.602040078,72.96285248,1300,96.44608307
5/24/2018,MO,Polystichum,20040261B,Cycas,tuckeri,8.821385909,0.163173121,303.5524299,30.89223565,0.76244994,26.79637146,28.91842461,0.676318861,71.45594788,1300,206.6488953
5/24/2018,MO,Polystichum,20040261C,Cycas,tuckeri,9.558966536,0.229276058,325.193524,33.08719559,0.811912365,26.72054291,28.94498444,0.68923861,70.63117218,1300,351.5537415
5/24/2018,MO,Polystichum,20040261D,Cycas,tuckeri,9.931793139,0.187617483,306.2645882,31.1580664,0.765104477,26.79517555,28.8147316,0.79858674,68.80722809,1300,388.5996399
5/24/2018,MO,Polystichum,20040262A,Cycas,tuckeri,8.119507007,0.221959631,332.6605807,33.85364033,0.835208313,26.32293701,28.88242149,0.590194155,71.3253479,1300,271.038208
5/28/2018,MO,Polystichum,77967C,Cycas,wadei,10.99289625,0.204183648,300.5836616,30.46097869,0.751437434,27.18815823,28.65906868,0.908976805,68.75040359,1300,69.93844643
5/28/2018,MO,Polystichum,77967D,Cycas,wadei,11.80336994,0.231314962,306.1315478,31.02326578,0.76545353,27.08366604,28.53083954,0.876700953,69.51242752,1300,92.93453255
5/28/2018,MO,Polystichum,94633E,Cycas,wadei,13.00720353,0.296585978,316.2418523,32.05022119,0.790724924,26.66975136,28.49342785,0.772268584,70.12892075,1300,107.4977306
5/28/2018,MO,Polystichum,94633G,Cycas,wadei,10.78584589,0.211443209,306.3875767,31.04550481,0.766131992,26.84808464,28.37121735,0.860993468,69.28491135,1300,76.69992104
5/28/2018,MO,Polystichum,981915A,Cycas,wadei,11.89880573,0.245022492,310.2712178,31.44104115,0.775867499,26.83064575,28.37240086,0.833737001,69.89367218,1300,56.62882843
5/23/2018,MO,Polystichum,20040264A,Cycas,xipholepis,13.08740989,0.437574429,338.82832,34.49242451,0.845869858,27.31523493,29.00802761,0.655902348,74.59144847,1300,35.137841
5/23/2018,MO,Polystichum,20040266B,Cycas,xipholepis,10.21109296,0.312520544,339.0075436,34.50970836,0.846480135,27.24118148,28.97696898,0.591496741,75.93578339,1300,56.84140914
5/21/2018,CC,Martin,20040268A,Cycas,xipholepis,14.25112117,0.349181631,320.4721032,32.62750253,0.800745487,28.29272758,28.78781912,0.756611128,78.52477773,1300,26.32868981
5/28/2018,MO,Polystichum,20040258J,Cycas,yorkianna,12.43935073,0.205778027,292.0369207,29.59708144,0.729982085,29.25417709,30.83648109,0.945164977,70.16780853,1300,499.3302307
5/28/2018,AS,Thelypteris,20040258L,Cycas,yorkianna,10.82660004,0.10422293,222.0818148,22.51045179,0.555196023,31.16309166,30.13127899,1.278227991,76.29897308,1300,108.5572128
5/28/2015,CK,Botrychium,20040258M,Cycas,yorkianna,9.944067029,0.14814925,283.273485,28.70641957,0.707576718,29.57649422,29.39667702,0.876879809,79.73291016,1300,99.85500336
5/28/2018,MO,Polystichum,20040259E,Cycas,yorkianna,10.78414884,0.216981026,310.2330994,31.43829926,0.775864985,27.44542122,28.87652588,0.85443549,70.60715485,1300,142.0517273
5/28/2018,MO,Polystichum,20040259F,Cycas,yorkianna,11.79482788,0.207554296,297.9082977,30.19019626,0.744985819,28.71269989,30.31298637,0.949298187,69.30249023,1300,954.4104614
5/28/2018,MO,Polystichum,81130A,Dioon,angustifolium,10.29607894,0.195356742,293.2757042,29.70153695,0.755949496,26.05899487,27.48224888,0.850120547,68.94492264,1300,102.1656441
5/28/2018,MO,Polystichum,81130B,Dioon,angustifolium,10.01792945,0.169980098,292.8831665,29.66746351,0.736758818,26.77897987,28.13847027,0.940441435,67.79092712,1300,109.7044472
5/28/2018,MO,Polystichum,81130C,Dioon,angustifolium,11.1280249,0.177824752,287.1721482,29.09051376,0.721901156,26.90954742,28.30760155,0.91450772,68.49640961,1300,82.24332275
5/28/2018,MO,Polystichum,81130E,Dioon,angustifolium,9.344991759,0.168377634,299.0987245,30.29517528,0.75191161,26.91836891,28.2726532,0.944749341,67.90982742,1300,105.5410141
5/28/2018,MO,Polystichum,81130F,Dioon,angustifolium,9.956694817,0.171208775,294.3932271,29.82305594,0.74015845,26.74757252,28.05290947,0.944253632,67.85617371,1300,121.7415833
5/18/2018,CK,Polistichum,20011257A,Dioon,argenteum,9.222224809,0.109246881,256.6175287,26.04992917,0.641736139,30.13331032,29.21651649,0.880680738,83.79250336,1300,66.06414032
5/18/2018,CK,Polistichum,20011257B,Dioon,argenteum,10.63272843,0.07642757,169.8886025,17.23905813,0.424882938,29.99381828,29.0435009,0.6973174,88.33266449,1300,32.64313126
5/18/2018,ZZ,Thelypteris,20011257C,Dioon,argenteum,12.99764024,0.182981151,274.7810561,27.89788927,0.686079181,30.10206223,28.97364998,1.290895093,74.57321167,1300,2.639624119
5/18/2018,CK,Polistichum,20011257D,Dioon,argenteum,12.12693844,0.181866015,283.0989702,28.73477874,0.707892599,30.00433159,29.17307091,1.017314245,79.86488342,1300,75.10906982
5/18/2018,CK,Polistichum,20011257H,Dioon,argenteum,11.80690551,0.123699322,237.1925256,24.07642934,0.592966475,30.42573547,29.33508492,1.169278906,77.95435333,1300,4.89696312
5/22/2018,AS,Polystichum,20011255E,Dioon,califanoi,5.000244557,0.097789567,313.0819797,31.87046858,0.782827505,26.29545403,28.66080093,0.456926893,75.48551941,1300,0.484846681
5/22/2018,AS,Polystichum,20011255E,Dioon,califanoi,4.052392885,0.123653952,342.8603307,34.90755113,0.857625992,26.63457489,28.87995148,0.421731901,77.15044403,1300,2.111807585
5/22/2018,AS,Polystichum,20011255F,Dioon,califanoi,5.859736254,0.177096771,342.1189683,34.83322206,0.855117749,26.52898979,28.94034004,0.367793214,77.68492889,1300,2.733823776
5/22/2018,AS,Polystichum,931175A,Dioon,califanoi,7.272898956,0.153753545,317.6836707,32.34125297,0.794714483,26.81863976,29.01020813,0.496243217,75.66740417,1300,1.465077639
5/22/2018,AS,Polystichum,931177A,Dioon,califanoi,7.591023027,0.214336583,336.9978834,34.30618501,0.842587406,26.61246681,28.86404991,0.443992143,76.54942322,1300,0.939378023
5/22/2018,AS,Polystichum,931177A,Dioon,califanoi,7.241779458,,,,,26.77540588,28.9088192,0.592966262,73.47024536,1300,2.552649736
5/28/2018,CK,Botrychium,20040522A,Dioon,caputoi,8.252730743,0.095518635,240.6338328,24.36120309,0.603921501,27.19330978,26.68599367,0.950748384,76.02287197,1300,6.486739814
5/28/2018,AS,Thelypteris,20040522B,Dioon,caputoi,6.201410616,0.064847699,226.6443693,22.95159799,0.571985457,27.3884271,27.00141335,1.010554082,74.1032753,1300,10.12566622
5/28/2018,AS,Thelypteris,20040522D,Dioon,caputoi,6.335462522,0.061775324,212.7963315,21.54731541,0.537082012,27.65727679,26.95720355,1.077734392,74.04532242,1300,9.139708122
5/28/2018,AS,Thelypteris,20040522F,Dioon,caputoi,6.244119753,0.059023854,204.1357128,20.67007478,0.514944824,27.63543955,26.89660263,1.082035566,74.05105972,1300,7.563689152
5/22/2018,AS,Polystichum,20011093A,Dioon,edule,9.54667853,0.148067896,112.1693461,11.41895444,0.28047273,27.21398354,28.99683507,0.524920847,77.26514753,1300,1.222863756
5/22/2018,AS,Polystichum,931072A,Dioon,edule,8.688533953,0.358643663,301.9642671,30.74332567,0.755336117,27.17361641,28.87458833,0.478707782,78.76140531,1300,0.984466039
5/22/2018,AS,Polystichum,931072D,Dioon,edule,7.52773933,0.491183761,311.3731377,31.7009417,0.77700061,27.19111347,28.86431249,0.457452267,79.43142255,1300,2.90676742
5/22/2018,AS,Polystichum,931072E,Dioon,edule,9.156825723,0.182805421,245.5778301,24.99803362,0.614250285,28.42137337,28.71879705,0.840808441,77.20331128,1300,1.619083636
5/22/2018,AS,Polystichum,NO_TAG1,Dioon,edule,9.16434501,0.192928131,256.1295743,26.07234056,0.640576518,28.65396404,28.84167417,0.862412512,77.49298032,1300,0.959274776
5/22/2018,AS,Polystichum,NO_TAG2,Dioon,edule,9.175465149,0.164556892,210.8778192,21.46707008,0.527161067,28.5247097,28.88984712,0.862877135,76.50287565,1300,1.355658822
5/28/2018,CC,Martin,20040504D,Dioon,holmgrenii,6.362132739,0.086260521,270.7470624,27.42146665,0.67750923,28.36107445,28.21588326,1.432685489,63.56584167,1300,0.095854178
5/28/2018,CC,Martin,20040504E,Dioon,holmgrenii,6.900186673,0.094525119,272.2805949,27.5780553,0.680889798,28.24434471,28.21577072,1.371730928,64.46891785,1300,0.148756921
5/28/2018,CC,Martin,20040504F,Dioon,holmgrenii,5.773119916,0.069674013,256.4175485,25.96249002,0.640981471,28.27174568,28.1588192,1.549778949,60.20071411,1300,0.087419331
5/28/2018,CC,Martin,20040504G,Dioon,holmgrenii,7.824191509,0.105865473,269.6094672,27.30367896,0.67505346,28.25978661,28.1906662,1.429309571,63.15107346,1300,0.10192439
5/28/2018,CC,Martin,20040504H,Dioon,holmgrenii,7.466991824,0.083656951,245.7548882,24.88829794,0.614789663,28.28437996,28.1948185,1.444485234,62.88801956,1300,0.063553132
5/28/2018,CC,Martin,20040505M,Dioon,holmgrenii,7.091872668,0.095646894,270.144886,27.36104867,0.676047898,28.28875923,28.22616959,1.360235522,64.9950943,1300,0.08581692
5/28/2018,CK,Botrychium,20030872A,Dioon,mejae,7.81734021,0.098101567,262.3522173,26.5673951,0.656091805,27.94719378,27.43125598,0.952611229,77.11019897,1300,23.00918325
