Date,Person,Licor Unit,Accession,Genus,Species,Photo,Cond,Ci,Ci_Pa,Ci/Ca,Tleaf,Tair,VpdL,RH_S,PARi,PARo
5/28/2018,CK,Botrychium,20030873A,Dioon,mejae,7.371106023,0.103260261,277.3639166,28.07766236,0.693634384,27.01902199,26.70962715,0.861828886,77.34192657,1300,23.32893562
5/28/2018,CK,Botrychium,20030881C,Dioon,mejae,9.09190707,0.108937315,257.113134,26.02896009,0.642366653,27.90273666,27.00554276,0.978220211,78.06987,1300,26.16423798
5/28/2018,CK,Botrychium,20030882B,Dioon,mejae,7.171049756,0.089914652,263.2383332,26.6571048,0.657780222,29.26853752,28.51543236,1.088956294,76.60998535,1300,26.48460579
5/18/2018,AS,Botrychium,20011257E,Dioon,merolae,9.614009273,0.098007238,220.7218817,22.40645951,0.561620784,30.48023853,29.09924068,0.964851419,84.39654083,1300,6.276663265
5/18/2018,ZZ,Thelypteris,20040507A,Dioon,merolae,10.6273326,0.118780596,241.9408462,24.5622376,0.606828923,30.4415041,28.992556,1.306612434,76.16920776,1300,3.217426544
5/18/2018,ZZ,Thelypteris,20040507D,Dioon,merolae,12.24658456,0.137703137,242.6847342,24.63681954,0.608366196,30.65439663,29.01710358,1.310278097,77.31411285,1300,6.084004363
5/18/2018,AS,Botrychium,20040507G,Dioon,merolae,9.962822195,0.111125674,243.6119712,24.72949478,0.610686286,30.60069046,29.10000935,0.98165241,84.72757263,1300,4.640091619
5/18/2018,CK,Polistichum,20040511A,Dioon,merolae,10.21966612,0.128803776,258.4211169,26.2343056,0.647916288,30.19396267,29.07901802,1.076900404,79.98212738,1300,10.62851211
5/28/2018,MO,Polystichum,200112252F,Dioon,planifolium,9.812992999,0.150823185,283.4030759,28.70658138,0.708459985,27.90133883,28.72565034,0.955168673,71.30656916,1300,98.42252045
5/28/2018,MO,Polystichum,20011251G,Dioon,planifolium,9.079609108,0.135530811,281.7000115,28.53478627,0.703718022,27.96494033,28.74159005,0.987570551,70.77137095,1300,151.3468483
5/28/2018,CK,Botrychium,20011251H,Dioon,planifolium,10.23659646,0.142128957,273.0722886,27.6582502,0.682765862,28.80973969,28.7060463,0.951549386,76.61730804,1300,58.11846046
5/28/2018,CK,Botrychium,20011251K,Dioon,planifolium,8.445003814,0.107645006,259.5936197,26.29286214,0.649046055,28.80942656,28.64390138,0.998961828,75.69476802,1300,59.21998291
5/28/2018,CK,Botrychium,20031238D,Dioon,planifolium,10.70106352,0.139772564,265.5671426,26.89866286,0.664214448,28.8730128,28.62972024,0.981710823,76.57938487,1300,64.35818367
5/28/2018,AS,Thelypteris,20011262E,Dioon,purpusii,7.173191137,0.073503453,223.7480264,22.66253875,0.565086029,28.62068787,27.95524731,1.104287122,74.82138748,1300,43.17511959
5/28/2018,CK,Botrychium,20031238A,Dioon,purpusii,7.332226008,0.088162515,253.4087498,25.66311413,0.635512702,28.66021194,28.14128723,1.051724232,75.62270279,1300,42.74799175
5/28/2018,MO,Polystichum,20031238C,Dioon,purpusii,8.299921862,0.107016322,259.7845174,26.31538435,0.651534282,27.98438778,28.4031023,1.056045901,70.54422302,1300,91.53607769
5/28/2018,CK,Botrychium,20031238E,Dioon,purpusii,6.02013283,0.068068413,244.1681329,24.72964918,0.612241405,28.53837719,27.99798431,1.072589135,74.9762146,1300,47.24841709
5/28/2018,AS,Thelypteris,20031238F,Dioon,purpusii,7.900036925,0.092313264,245.6425238,24.88142996,0.621675477,28.81720772,28.2022747,1.102461233,74.97941132,1300,40.38652344
5/18/2018,AS,Botrychium,93946R,Dioon,rzedowski,5.732550873,0.071599868,266.7262352,27.06310565,0.667347359,29.05610962,28.52919769,1.377666579,67.88504944,1300,30.92598058
5/18/2018,ZZ,Thelypteris,93946S,Dioon,rzedowski,6.242413175,0.060155495,235.0448029,23.85461622,0.587969676,29.27532597,28.50909328,1.45866273,67.20005951,1300,24.50990106
5/18/2018,CK,Polistichum,93946U,Dioon,rzedowski,5.439810138,0.045567183,197.9974067,20.09651045,0.495286145,29.30710812,28.56371593,1.371383558,69.40407333,1300,79.89576817
5/18/2018,CC,Martin,93946X,Dioon,rzedowski,7.153182837,0.040277025,230.8812033,23.43927643,0.577607442,29.18395634,28.5410099,1.920979945,54.70346985,1300,16.93086896
5/22/2018,CK,Martin,NOTAG5,Dioon,rzedowski,7.267710664,0.082649779,251.4655116,25.57615321,0.629287753,29.54042645,28.68850899,1.184192331,74.99776993,1300,16.96013185
5/23/2018,CK,Botrychium,20040468B,Dioon,sonorense,9.619727384,0.14476617,280.6844814,28.57055743,0.701597681,30.61576382,29.17068021,0.935720598,85.62925212,1300,8.424640755
5/23/2018,CK,Botrychium,20040468C,Dioon,sonorense,9.638004835,0.145217637,280.3333748,28.53546011,0.701041836,30.8369476,29.19814889,0.991534989,85.498408,1300,8.233818869
5/23/2018,CK,Botrychium,20040468D,Dioon,sonorense,8.28506271,0.113507134,263.9671409,26.86928168,0.659970613,30.64240662,29.18766038,0.992019647,84.32355372,1300,10.49465237
5/23/2018,CK,Botrychium,20040472A,Dioon,sonorense,9.533543816,0.168626077,295.8364717,30.11255356,0.738548505,30.89645783,29.22675912,0.944860617,86.87654368,1300,7.187607745
5/23/2018,CK,Botrychium,20040472H,Dioon,sonorense,11.65791406,0.196429628,290.6552523,29.58600088,0.725070183,30.76476781,29.23052136,0.911798034,86.84202449,1300,8.557774166
5/23/2018,CK,Botrychium,200472E,Dioon,sonorense,8.438012356,0.127108329,279.7457959,28.47437565,0.700247048,30.86542336,29.23568646,0.993636463,85.44130198,1300,19.42203722
5/22/2018,AS,Polystichum,93945L,Dioon,spinulosum,8.028280195,0.856002304,378.6583681,38.5528506,0.947151166,26.39085436,28.99879575,0.177444535,81.45143795,1300,0.673553936
5/22/2018,AS,Polystichum,93945M,Dioon,spinulosum,9.121484815,0.85215631,377.0705228,38.39099165,0.94122473,26.40569544,28.98116708,0.18212804,81.49364376,1300,0.761397235
5/22/2018,AS,Polystichum,93945P,Dioon,spinulosum,6.835069668,0.544484909,378.1917567,38.50458093,0.933995645,26.42841673,28.94036031,0.228638481,80.64153576,1300,0.59257149
5/22/2018,AS,Polystichum,93945Q,Dioon,spinulosum,8.860245384,0.676261411,373.0600742,37.98321265,0.931070835,26.39629126,28.91519666,0.211760587,81.01707363,1300,0.727552496
5/28/2018,AS,Thelypteris,20040487C,Dioon,stevensonii,8.697654339,0.141729523,285.2196329,28.89346224,0.725072506,28.77996051,28.3290993,0.97204312,77.53424263,1300,28.67002171
5/28/2018,AS,Thelypteris,20040487D,Dioon,stevensonii,8.253048878,0.132521357,284.5436921,28.82484711,0.722539135,28.89961565,28.39465773,0.999204017,77.24937248,1300,25.19453806
5/28/2018,AS,Thelypteris,20040488C,Dioon,stevensonii,6.905598247,0.110925886,285.6681622,28.93904393,0.723363995,28.82907522,28.39648879,1.003332293,76.71250343,1300,35.54756135
5/28/2018,CK,Botrychium,20040488D,Dioon,stevensonii,7.084982083,0.115915751,289.3170834,29.30684436,0.730781298,28.79983747,28.46956551,0.972122864,77.0148983,1300,31.60351247
5/23/2018,CK,Botrychium,81127B,Dioon,tomasellii,10.07088341,0.174040786,297.3146766,30.26816158,0.742882242,29.97764206,29.02651215,0.967388236,81.6195755,1300,38.65011597
5/23/2018,CK,Botrychium,8620F,Dioon,tomasellii,13.70658769,0.217378912,286.9390706,29.20662413,0.717371485,30.46346855,29.08553696,0.998947787,83.5348053,1300,7.717652321
5/23/2018,CK,Botrychium,98620K,Dioon,tomasellii,12.27121036,0.206540754,293.7498667,29.90456654,0.73405634,30.51325035,29.19394684,0.969365948,84.04722595,1300,4.80830431
5/23/2018,AS,Thelpytris,98620L,Dioon,tomasellii,12.01622715,0.199320151,292.6678713,29.79311742,0.731436689,30.31812032,29.10199865,0.978567324,83.06720225,1300,17.05869087
5/28/2018,CC,Martin,7980A,Encephalartos,altensteinii,4.025668579,0.042932092,232.7114281,23.58152089,0.581694111,28.79689732,28.75464554,1.158646594,71.02117691,1300,0.135383164
5/28/2018,CC,Martin,97981A,Encephalartos,altensteinii,4.743156295,0.055169803,250.0719078,25.33712687,0.62528054,28.70793285,28.70102329,1.206748104,69.5114418,1300,0.117274044
5/28/2018,CC,Martin,97981B,Encephalartos,altensteinii,6.040763409,0.076000625,258.1127391,26.15587539,0.645264693,28.72754135,28.65364475,1.064514667,73.42557678,1300,0.090593041
5/28/2018,CC,Martin,97982B,Encephalartos,altensteinii,5.105056713,0.052362257,230.178308,23.33042674,0.57557917,28.71300926,28.65135212,1.076409144,73.04861221,1300,0.124687617
5/28/2018,CC,Martin,99980B,Encephalartos,altensteinii,5.406858611,0.063748565,251.1877157,25.45251703,0.627862411,28.69830742,28.6037466,1.226513713,69.33609543,1300,0.119179858
5/21/2018,ZZ,Polistichum,64570J,Encephalartos,bubalinus,6.014028777,0.047200618,179.1842724,18.23008997,0.447374843,28.98740641,28.79444281,0.979065748,76.504474,1300,85.45520719
5/22/2018,ZZ,Thelypteris,85378A,Encephalartos,bubalinus,6.974418788,0.064946386,211.9110787,21.57248567,0.529736264,29.53981463,28.76583926,1.202167326,74.29441388,1300,55.02967962
5/21/2018,ZZ,Polistichum,95914C,Encephalartos,bubalinus,4.485752311,0.037739675,190.7302376,19.40464247,0.476287727,29.05218379,28.82866255,0.990762499,76.43479856,1300,74.05985769
5/21/2018,ZZ,Polistichum,95914D,Encephalartos,bubalinus,6.497652468,0.055383991,198.8448909,20.23148868,0.497006424,29.16352622,28.82696597,0.97958275,77.37296232,1300,108.541591
5/21/2018,ZZ,Polistichum,95914E,Encephalartos,bubalinus,5.467629049,0.046306132,196.1323647,19.95467543,0.490232514,29.41180293,28.82302825,1.057364613,76.91538175,1300,100.9527238
5/21/2018,ZZ,Polistichum,95914F,Encephalartos,bubalinus,8.440627704,0.081008687,214.9159471,21.86671898,0.537756308,29.12886588,28.81786124,0.932660891,78.38927778,1300,122.06718
5/28/2018,CC,Martin,20030968A,Encephalartos,cerinus,9.414441374,0.087999551,218.7233005,22.17250885,0.546925393,29.12109598,28.61500327,1.116426253,74.59452184,1300,0.086990479
5/28/2018,CC,Martin,97811E,Encephalartos,cerinus,7.712830627,0.081529669,239.5660903,24.28573471,0.599312768,28.8004001,28.53402487,1.090465694,73.70597585,1300,0.10087648
5/28/2018,CC,Martin,97811G,Encephalartos,cerinus,8.774232838,0.093264902,239.162215,24.241904,0.598164657,28.81767782,28.5112044,1.071790942,74.38272222,1300,0.084474195
5/21/2018,CK,Martin,200069R,Encephalartos,concinus,7.509314832,0.065184454,204.7408476,20.83311319,0.511534486,29.78942315,28.72413063,1.021272981,80.52093951,1300,2.783658903
5/21/2018,CK,Martin,200069S,Encephalartos,concinus,6.178440314,0.05146671,190.3429284,19.36861919,0.47588333,29.71753136,28.76957607,1.023949249,79.7951285,1300,2.806946542
5/21/2018,CK,Martin,200069T,Encephalartos,concinus,5.642696088,0.050360547,206.7327839,21.03530765,0.515973302,29.68838517,28.65390968,1.073984337,78.90354983,1300,2.848409131
5/25/2018,CC,Martin,200069U,Encephalartos,concinus,4.695114433,0.052080743,247.3598684,25.13689884,0.618236554,29.61354462,28.61634064,1.565009441,66.09100787,1300,2.780249126
5/21/2018,CK,Martin,200069V,Encephalartos,concinus,7.162581957,0.066031555,214.6028606,21.83669797,0.53724847,29.47630898,28.68080044,0.970204466,80.12570635,1300,2.751976922
5/22/2018,ZZ,Thelypteris,6956D,Encephalartos,concinus,7.717540498,0.086543132,238.2827176,24.25439167,0.595786396,29.81079785,28.68507195,1.241569791,75.26463381,1300,18.96463044
5/21/2018,CK,Martin,614Y,Encephalartos,ferox,8.406842702,0.110015354,268.6230149,27.34392596,0.672095226,29.58779907,28.73633575,0.873640274,82.98717499,1300,0.089112327
5/21/2018,CK,Martin,61507A,Encephalartos,ferox,11.72657678,0.134043989,250.3898592,25.48555831,0.625434302,29.91793823,28.77491379,0.819280489,86.18132019,1300,0.023603896
5/21/2018,CK,Martin,61507F,Encephalartos,ferox,12.07098424,0.142706791,255.0833698,25.95955539,0.637414742,29.73502922,28.8438282,0.741335057,86.68018341,1300,0.072704718
5/21/2018,CK,Martin,78357C,Encephalartos,ferox,10.31470173,0.111861702,243.4674765,24.78590375,0.608314438,29.41620827,28.70035934,0.814880754,83.61092377,1300,0.153864011
5/21/2018,ZZ,Polistichum,78357G,Encephalartos,ferox,9.130138561,,,,,28.77641678,28.91772461,0.805774673,79.0537796,1300,412.1664734
5/22/2018,AS,Thelpytris,971596,Encephalartos,hildenbrandtii,9.258518905,0.16264282,280.2845398,28.5360292,0.701285767,29.36469841,27.91219902,1.475162135,69.72049713,1300,13.60482693
5/21/2018,CC,Martin,20030324A,Encephalartos,hildenbrandtii,7.771285749,0.093469443,254.292918,25.90000105,0.634590031,29.83267784,28.10707092,1.691589246,66.20465851,1300,0.103639551
5/23/2018,AS,Thelpytris,971596B,Encephalartos,hildenbrandtii,7.577444406,0.04970211,153.7385807,15.65302651,0.383751495,31.35865784,29.17095184,0.959907394,89.72911072,1300,1.2618922
5/23/2018,AS,Thelpytris,971596D,Encephalartos,hildenbrandtii,6.147277132,0.044865785,224.6486251,22.87313506,0.561658501,30.89139557,27.97584915,2.055112053,64.08247375,1300,2.592249632
5/23/2018,MO,Polystichum,971596E,Encephalartos,hildenbrandtii,8.127152463,0.18112126,315.1011519,32.07860602,0.787268525,27.48239708,29.51511192,0.99945546,64.74126434,1300,31.11364365
5/23/2018,MO,Polystichum,971596H,Encephalartos,hildenbrandtii,7.510721303,0.15919419,317.2173055,32.29078411,0.794208837,27.48083115,29.48093224,0.938559811,66.33347321,1300,12.38466167
5/21/2018,CK,Martin,9751J,Encephalartos,horridus,7.161841054,0.060968747,203.8872442,20.75410588,0.509830289,29.54680252,28.74826431,0.941647808,80.96629333,1300,0.061972532
5/21/2018,CK,Martin,9837F,Encephalartos,horridus,5.568284024,0.043351953,187.0470109,19.04170308,0.467937299,29.75350761,28.7768383,0.977657337,81.17726135,1300,0.090375423
5/22/2018,ZZ,Thelypteris,9838A,Encephalartos,horridus,4.782624587,0.047870913,230.0941307,23.432408,0.575454626,30.40345573,29.73810768,1.634626002,64.94406891,1300,39.02832031
5/21/2018,CK,Martin,9838B,Encephalartos,horridus,5.613366859,0.043337694,186.0949119,18.9420376,0.465201575,29.66051865,28.76873779,0.89483259,82.73747253,1300,0.04619582
5/21/2018,CK,Martin,9838G,Encephalartos,horridus,5.993204542,0.045373746,181.4079196,18.46725203,0.453869329,29.62148857,28.73452568,0.913488157,82.19380951,1300,0.088355936
5/21/2018,CK,Martin,9838J,Encephalartos,horridus,4.67375454,0.042105358,215.8396413,21.97063346,0.53996377,29.30862808,28.62179184,0.911510811,80.88892365,1300,0.043418981
5/24/2018,CC,Botrychium,20050056A,Encephalartos,inopinus,7.990647433,0.07534881,219.1170471,22.29435043,0.548447799,29.78036499,28.92294502,1.369046218,70.88007355,1300,46.51457596
5/24/2018,AS,Thelypteris,20050056B,Encephalartos,inopinus,10.9560237,0.13948939,261.9160666,26.65392033,0.654053737,30.06663322,28.80980492,1.414019257,71.96993256,1300,90.70230103
5/24/2018,AS,Thelypteris,20050056C,Encephalartos,inopinus,8.447423365,0.072893022,202.7025498,20.63020078,0.506941481,30.27967453,28.80669403,1.565673986,69.49193573,1300,67.15387726
5/24/2018,CC,Botrychium,20050056D,Encephalartos,inopinus,9.154559045,0.101802331,244.5863715,24.88292561,0.611741388,29.81009293,28.95947838,1.327918175,71.93482971,1300,65.21281433
5/24/2018,AS,Thelypteris,2006173A,Encephalartos,inopinus,9.137163385,0.097383388,232.0805088,23.61534929,0.580296101,29.98419142,28.87473059,1.419164409,71.06919289,1300,67.39589214
5/21/2018,CC,Martin,9839A,Encephalartos,lebomboensis,6.600971593,0.07912512,240.2007378,24.45426406,0.600686944,29.1292778,28.84572906,1.561133576,62.62754745,1300,9.618305741
5/21/2018,CC,Martin,9839C,Encephalartos,lebomboensis,5.687123882,0.066478964,227.5925637,23.17081268,0.569276843,29.68145809,29.34714813,1.663633028,61.67857475,1300,9.590138508
5/22/2018,MO,Polystichum,9842G,Encephalartos,lebomboensis,6.437404711,0.138020022,295.5722278,30.08621947,0.738849558,27.57088528,29.07199497,0.834725897,71.38297386,1300,57.0206938
5/21/2018,CC,Martin,9843B,Encephalartos,lebomboensis,7.070422794,0.084094536,240.7409561,24.51000675,0.602133084,29.18470058,28.73952789,1.481544688,65.38076897,1300,9.588393456
5/21/2018,CC,Martin,9844A,Encephalartos,lebomboensis,6.787336527,0.084923209,247.7288486,25.22076265,0.619599977,29.33868847,29.11858768,1.56247459,62.88060875,1300,9.611383727
5/21/2018,CC,Martin,2000152A,Encephalartos,lehmannii,7.155134863,0.093320765,261.3005093,26.60642861,0.653360412,29.66008202,28.59471544,1.170145507,76.57251485,1300,6.66685236
5/21/2018,CC,Martin,2000152B,Encephalartos,lehmannii,7.753115283,0.118945137,274.4562139,27.94676333,0.686517397,29.73007504,28.65580209,1.068043341,79.32552083,1300,6.666384262
5/21/2018,CC,Martin,2000152C,Encephalartos,lehmannii,7.676629303,0.082039006,235.5912203,23.98968635,0.589072722,29.6613752,28.59896882,0.998114934,80.96050771,1300,6.643585642
5/21/2018,CC,Martin,2000152D,Encephalartos,lehmannii,6.788002509,0.072476976,232.5806629,23.68277893,0.581359258,29.86874119,28.70017274,1.064878077,80.05380758,1300,6.656566669
5/21/2018,CK,Martin,97983A,Encephalartos,lehmannii,6.205726289,0.06535154,226.2710643,23.03507724,0.565556707,29.68922917,28.74296411,1.037941309,79.43430456,1300,6.608746199
5/21/2018,MO,Botrychium,97983B,Encephalartos,lehmannii,5.019960366,0.066752795,267.7464713,27.24854341,0.669015266,29.93404404,28.80244287,1.363516146,72.51175817,1300,46.04161428
5/23/2018,MO,Polystichum,982036A,Encephalartos,longifolius,11.86661351,0.234581259,306.9397412,31.2449983,0.76841258,27.37308693,29.32184792,1.031555249,64.1104126,1300,40.07003403
5/23/2018,MO,Polystichum,982037A,Encephalartos,longifolius,9.048532773,0.218955449,325.1225827,33.09508376,0.812776444,27.18895912,29.57018471,0.756254126,68.87753296,1300,45.38838577
5/23/2018,MO,Polystichum,982038A,Encephalartos,longifolius,9.762290008,0.22177912,319.8442884,32.56105242,0.79861489,27.41138458,29.46121407,0.953891913,65.67612457,1300,71.31521606
5/23/2018,AS,Thelpytris,982043A,Encephalartos,longifolius,9.750261787,0.074942943,183.558414,18.68962777,0.458793896,30.85653877,29.11442566,0.769576805,91.51660156,1300,10.52041721
5/23/2018,AS,Thelpytris,9845F,Encephalartos,longifolius,7.157308983,0.045947781,143.7687571,14.63791946,0.359094529,30.82921791,29.05301666,0.880467264,88.9205246,1300,4.566832542
5/21/2018,CC,Martin,9845H,Encephalartos,longifolius,7.365495913,0.082727548,249.8306047,25.44690498,0.62326106,29.89003372,28.13022423,0.947526284,85.9389801,1300,0.034713808
5/23/2018,CK,Botrychium,20060178A,Encephalartos,manikensis,10.25407953,0.171010976,270.6399991,27.54558583,0.676824661,28.68291826,28.45733719,1.009535721,75.51801586,1300,31.06666201
5/22/2018,AS,Polystichum,84531A,Encephalartos,manikensis,6.485489323,0.171605533,311.7698323,31.74377179,0.779975741,27.4035718,28.71012192,0.728906278,74.35944271,1300,13.5407564
5/22/2018,AS,Polystichum,84531B,Encephalartos,manikensis,8.421425461,0.386220164,323.8853157,32.98004529,0.810320018,27.37412806,28.69654636,0.673348958,75.66090679,1300,46.68369501
5/22/2018,AS,Polystichum,84531C,Encephalartos,manikensis,7.479580934,0.302587155,322.9372525,32.88365419,0.808207499,27.37037058,28.71449165,0.691730826,75.0982542,1300,13.26516288
5/23/2018,AS,Thelpytris,971643A,Encephalartos,manikensis,8.75605644,0.141657904,256.3233698,26.09188616,0.64145305,28.77024145,28.45593147,1.408016815,65.79755688,1300,13.09983605
5/23/2018,AS,Thelpytris,971644A,Encephalartos,manikensis,9.155060601,0.143525601,253.0237815,25.75657712,0.632859265,28.95662565,28.57710342,1.400578182,66.68019772,1300,18.6101219
5/23/2018,CK,Botrychium,98495A,Encephalartos,manikensis,9.563655215,0.161055238,270.4354661,27.52352246,0.675517509,28.40428991,28.30514984,1.005587738,74.66569042,1300,13.68492263
5/23/2018,AS,Thelpytris,2000473A,Encephalartos,msinganus,4.626287293,0.045627761,224.7126277,22.88420857,0.56262844,29.92866898,27.71836662,2.024277901,59.43635941,1300,0.094092533
5/23/2018,AS,Thelpytris,2000473A,Encephalartos,msinganus,4.177131048,0.03883027,216.1144084,22.00818371,0.54045912,29.26821136,27.74334145,1.931635708,57.59048462,1300,5.034739017
5/23/2018,MO,Polystichum,78401A,Encephalartos,msinganus,5.443142811,0.067886008,261.1353502,26.58755808,0.653020523,28.00088692,29.26717758,1.468701544,56.95697021,1300,101.4048767
5/23/2018,AS,Thelpytris,2000264A,Encephalartos,natalensis,7.331584605,0.063425355,206.5263661,21.024443,0.516109624,30.57351685,29.05631065,1.04157706,83.30457306,1300,2.394449234
5/23/2018,AS,Thelpytris,2000264D,Encephalartos,natalensis,8.497528318,0.077229448,214.1288901,21.79894737,0.534505249,30.3435936,28.99099159,1.268577679,76.54052734,1300,3.323503494
5/22/2018,MO,Polystichum,2000264G,Encephalartos,natalensis,6.517259783,0.204993547,343.2398111,34.93131278,0.857270198,27.00571632,29.64125824,0.523925799,73.23534393,1300,173.3494568
5/22/2018,AS,Polystichum,64751A,Encephalartos,natalensis,9.387687207,0.316440399,346.2443006,35.25802078,0.865939496,26.50197983,28.92434311,0.269351904,80.07704163,1300,110.8480911
5/22/2018,AS,Polystichum,64751B,Encephalartos,natalensis,7.061077298,0.284965301,355.952393,36.24519079,0.888665468,26.37631607,28.95638466,0.254400448,79.66156006,1300,24.16423798
5/22/2018,AS,Polystichum,64751C,Encephalartos,natalensis,10.88515859,0.416318904,373.9206635,38.07299838,0.931153754,26.40406036,28.91509819,0.173848184,82.0062027,1300,137.3135376
5/23/2018,MO,Polystichum,77938A,Encephalartos,princeps,8.31458951,0.137690123,290.4118135,29.567085,0.725661103,28.0986433,28.97266245,1.273423994,63.5271492,1300,240.8430993
5/23/2018,AS,Thelpytris,77938B,Encephalartos,princeps,6.926390816,0.103813045,279.775009,28.48392778,0.699260424,29.31133938,28.29295301,1.407060027,70.05684471,1300,93.74255237
5/23/2018,MO,Polystichum,77938B,Encephalartos,princeps,7.439626082,0.127045396,293.8231864,29.91534925,0.734409213,28.04559898,29.02694941,1.222644817,64.29490471,1300,112.2513463
5/23/2018,MO,Polystichum,77938C,Encephalartos,princeps,6.142112229,0.09329867,281.0605382,28.61637315,0.70235494,28.18837738,29.0235095,1.360416715,61.69341278,1300,291.2107751
5/21/2018,ZZ,Polistichum,20011094A,Encephalartos,sclavoi,6.79881618,0.066115783,199.7379294,20.3055132,0.499057504,29.3706416,28.78734101,0.975129586,78.88460329,1300,139.4968606
5/28/2018,CC,Martin,941247A,Encephalartos,sclavoi,9.326386733,0.122344103,259.4454421,26.32380091,0.649455354,29.04253949,28.61547173,0.960924349,78.07760408,1300,45.46370909
5/28/2018,CC,Martin,941247B,Encephalartos,sclavoi,8.22282537,0.095676473,247.1618511,25.07778726,0.618615131,29.31696881,28.75763024,1.014096254,77.71709612,1300,45.47489125
5/28/2018,CC,Martin,941247C,Encephalartos,sclavoi,8.005542938,0.097463362,252.9689852,25.66608886,0.633473621,29.3882655,28.73135079,1.027739207,77.91572359,1300,45.44314153
5/21/2018,ZZ,Polistichum,95915C,Encephalartos,sclavoi,8.940666917,0.095587402,234.7067409,23.86267858,0.587826327,29.54837884,28.8108262,0.952633814,80.40822008,1300,153.4920617
5/21/2018,ZZ,Polistichum,96199B,Encephalartos,sclavoi,8.022775917,0.086527715,235.4704823,23.93952054,0.589510745,29.29475106,28.79109181,0.939370744,79.31558779,1300,104.4257356
5/21/2018,ZZ,Polistichum,96199E,Encephalartos,sclavoi,7.891798554,0.084514606,227.3421225,23.11328351,0.578250588,29.42332066,28.80055226,0.974199418,79.16225984,1300,110.5380899
5/21/2018,ZZ,Polistichum,96199E,Encephalartos,sclavoi,9.339439737,0.107010259,244.9768184,24.90776591,0.613169198,29.46874226,28.80414761,0.944926821,80.15268877,1300,81.09144603
5/21/2018,ZZ,Polistichum,96199F,Encephalartos,sclavoi,8.833832305,0.11641848,260.8894417,26.52676499,0.652915538,29.4419278,28.79973019,0.928172277,80.43308809,1300,92.10443889
5/23/2018,AS,Thelpytris,9859C,Encephalartos,senticosus,5.162035248,0.050248593,213.6072123,21.74297107,0.534275349,30.24273602,29.09579102,1.800178227,62.36293221,1300,19.79703882
5/23/2018,AS,Thelpytris,9859D,Encephalartos,senticosus,6.292797344,0.061535676,219.5925047,22.35239699,0.548914318,30.58952538,29.32452313,1.824245409,63.10008049,1300,12.63106086
5/23/2018,AS,Thelpytris,9859E,Encephalartos,senticosus,6.682517175,0.071840594,236.473054,24.07158308,0.591183625,30.34062688,28.94490353,1.710151752,65.74397278,1300,6.691907937
5/23/2018,AS,Thelpytris,9860B,Encephalartos,senticosus,8.29409485,0.081648281,223.0976264,22.71054665,0.557834589,30.31302087,28.94202439,1.657395089,66.90626907,1300,23.68758371
5/23/2018,AS,Thelpytris,9860C,Encephalartos,senticosus,7.288367817,0.085106575,244.9452172,24.93452938,0.613782369,30.55530183,28.93681161,1.659859523,68.38802719,1300,6.757713939
5/23/2018,AS,Thelpytris,9861B,Encephalartos,senticosus,8.439863657,0.08540788,227.2442851,23.13264741,0.568432069,30.34733311,28.93879048,1.588509607,68.86045837,1300,7.038650299
5/21/2018,CC,Thelypteris,20120528A,Encephalartos,trispinosus,6.302949396,0.066004255,216.2044931,21.93159706,0.540300825,29.50049718,28.79017512,1.185154435,74.27915192,1300,78.47427241
5/28/2015,CK,Botrychium,FARICHILD1,Encephalartos,trispinosus,8.290682598,0.083318048,232.079828,23.51681406,0.579094637,29.51647186,28.7068367,1.060841598,77.96318054,1300,41.34936905
5/28/2015,CK,Botrychium,FARICHILD2,Encephalartos,trispinosus,8.232746019,0.098234608,256.643052,26.00804735,0.641778857,29.47327042,29.23447227,0.969541584,77.60501862,1300,87.23306274
5/23/2018,MO,Polystichum,87181B,Encephalartos,umbuelensis,9.772051216,0.163619082,292.7124333,29.80035312,0.731762213,28.88924408,30.14400864,1.257696553,63.74507904,1300,677.4546509
5/23/2018,MO,Polystichum,87181C,Encephalartos,umbuelensis,10.04433838,0.177009704,298.6873984,30.41037965,0.746574788,27.57940865,29.26873589,1.023587133,65.59037781,1300,275.575531
5/23/2018,CK,Botrychium,87181D,Encephalartos,umbuelensis,8.535307008,0.092632068,240.889619,24.51705042,0.603514629,30.99749756,29.13881302,1.289022719,79.46620941,1300,0.54967761
5/23/2018,CK,Botrychium,87181F,Encephalartos,umbuelensis,10.99268418,0.144455234,266.5705504,27.13895729,0.666795863,30.62008476,29.05605888,1.13789275,81.20967102,1300,1.443962097
5/23/2018,CK,Botrychium,8718A,Encephalartos,umbuelensis,9.949777645,0.130245654,266.7200451,27.15333253,0.666751431,30.5841713,29.0165844,1.161183146,80.59179688,1300,15.81527519
5/23/2018,MO,Polystichum,NOTAG,Encephalartos,umbuelensis,9.669622268,0.120490192,257.4435819,26.20771029,0.643878154,31.09875298,32.19672012,1.749854382,57.71943283,1300,16.84692001
5/21/2018,CC,Martin,97985B,Encephalartos,villosus,8.277462171,0.088713366,242.043797,24.65147156,0.604931897,30.03611946,28.17435074,0.918385459,87.40940094,1300,0.054659247
5/21/2018,CC,Martin,97985C,Encephalartos,villosus,9.31918922,0.104335689,246.647321,25.12201719,0.616455948,30.1043663,28.09334946,1.153800201,82.0871582,1300,0.119835809
